,Name,player_id,year,pa,k_percent,bb_percent,xba,xslg,xwoba,xwobacon,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,iz_contact_percent,team_abbrev,xhr,xhr_rate,PC1,PC2,PC3,PC4,PC5
162,"Devers, Rafael",646240,2024,601,24.5,11.1,0.272,0.509,0.364,0.456,35.2,13.0,8.6,21.4,22.9,29.9,3.6,52.6,97.090537461,73.8,28.1,30.4,36.8,62.9,71.9,BOS,26.7,0.044425956738768715,4.804479253959657,0.04966349165462787,0.7022652690966682,0.3725801182235072,-0.4086281226045472
163,"McMahon, Ryan",641857,2024,645,28.7,10.7,0.243,0.414,0.325,0.417,36.5,10.9,7.0,27.5,18.4,33.2,2.3,49.7,96.057260524,65.6,22.4,26.5,50.6,49.1,77.6,COL,18.2,0.02821705426356589,2.7906595215220302,0.2918836328689212,-0.1934914300790101,1.3599352112890202,1.3734802104627608
164,"Langford, Wyatt",694671,2024,557,20.6,9.2,0.257,0.427,0.331,0.382,31.3,9.3,6.5,23.0,27.9,28.4,4.1,43.4,94.807365599,64.3,16.8,23.0,38.5,61.5,83.2,TEX,18.7,0.03357271095152603,1.4804811868078829,-0.9401492702189241,-0.7916950429674583,0.4975721001001445,-0.9940716278639751
165,"Burger, Jake",669394,2024,579,25.9,5.4,0.256,0.476,0.338,0.433,32.4,12.3,7.7,23.7,22.6,29.8,3.6,46.8,96.171144407,70.1,18.9,36.5,49.4,50.6,81.1,MIA,27.8,0.048013816925734025,3.324221094202755,0.1276611737897446,1.8104879441111088,-0.3046083093454981,-0.26551423665289575
166,"Lee, Jung Hoo",808982,2024,158,8.2,6.3,0.278,0.404,0.319,0.319,29.1,4.5,5.2,28.4,25.4,32.8,3.0,41.8,93.996025338,58.0,6.0,26.7,19.1,79.4,93.4,SF,4.1,0.02594936708860759,-0.693297962193567,-4.348567246787287,-0.04604030983285631,0.6351693921781011,-1.2522633688172577
167,"Judge, Aaron",592450,2024,704,24.3,18.9,0.31,0.723,0.479,0.623,40.8,26.9,8.5,19.7,22.8,20.3,1.3,61.0,99.103701521,67.4,22.6,18.7,57.3,42.7,77.3,NYY,56.2,0.07982954545454546,11.553630878472188,-0.7687333094611672,-2.2728054655601757,0.9887736679023584,-0.7995907955011621
168,"Taylor, Chris",621035,2024,246,30.9,11.4,0.218,0.343,0.297,0.374,42.9,7.1,6.4,26.4,24.3,29.3,6.4,28.6,92.58514587,72.5,25.8,19.6,54.2,43.8,73.7,LAD,6.1,0.024796747967479674,-0.040684469117094044,1.502536716003879,-1.8699526909579725,-0.510697229307763,2.1023405019610437
169,"Clement, Ernie",676391,2024,452,9.1,2.4,0.252,0.373,0.282,0.298,34.3,3.8,5.3,24.4,32.0,27.7,6.5,24.9,91.830379974,70.1,9.4,43.3,22.9,76.8,90.0,TOR,12.9,0.02853982300884956,-2.625716239637577,-2.6270303520713285,1.6951105037563354,-2.8996571106270097,-1.368574182098945
170,"Gonzalez, Romy",663853,2024,216,26.9,5.6,0.255,0.415,0.313,0.404,29.7,8.3,9.0,22.8,15.9,39.3,4.8,51.0,96.826247676,75.9,17.2,36.7,51.2,48.8,82.8,BOS,6.4,0.02962962962962963,2.1764960445047086,0.38670593948613163,3.1648847366367607,1.1860326092557099,0.3202826693895248
171,"Jankowski, Travis",608671,2024,207,21.3,5.8,0.207,0.252,0.241,0.261,25.3,0.7,2.7,18.5,24.0,50.0,4.1,24.7,91.700885874,64.9,14.5,20.7,44.2,54.5,84.8,TEX,1.1,0.005314009661835749,-4.773732617094128,0.0833510076454908,0.572338316815358,2.5548568625044235,-0.7550169274941851
172,"Pagés, Pedro",686780,2024,218,26.6,6.0,0.224,0.347,0.279,0.354,32.0,4.8,8.2,23.8,25.9,34.0,2.0,40.4,93.608837639,66.4,16.3,35.0,46.2,53.8,83.4,STL,6.6,0.030275229357798163,-0.32523693470179177,0.3909665403248868,1.0228162536847427,-0.017980801615760544,-0.3642686911721922
173,"Vierling, Matt",663837,2024,567,21.3,7.2,0.256,0.393,0.309,0.362,34.1,7.5,5.5,23.9,25.1,33.8,3.5,40.9,94.344722247,62.1,12.8,22.0,39.5,60.5,87.0,DET,13.7,0.02416225749559083,0.3105065404150098,-1.373021102726169,-0.4985448637210712,0.8345998222556993,-0.2353113600159286
174,"Hernández, Teoscar",606192,2024,652,28.8,8.1,0.25,0.486,0.346,0.458,33.8,14.9,7.5,20.4,20.4,33.1,3.5,46.8,95.689116559,74.7,25.0,28.7,56.4,43.6,75.0,LAD,35.2,0.0539877300613497,4.186136157964528,1.3062041099917026,1.2111817592292895,0.49474321065379295,-0.04764770018197945
175,"Lee, Brooks",686797,2024,185,14.6,5.9,0.243,0.34,0.274,0.299,36.7,4.1,5.4,23.1,30.6,33.3,2.7,24.5,91.813291438,67.6,10.2,35.8,40.6,59.4,89.8,MIN,4.8,0.025945945945945945,-2.283254413633281,-1.5538087679039385,0.5513137235931982,-1.4247865337297623,-0.7764273077640396
176,"Goodman, Hunter",696100,2024,224,28.6,3.6,0.209,0.403,0.279,0.368,32.9,12.8,6.7,14.8,29.5,30.2,6.0,39.6,94.135665034,78.1,19.6,39.9,52.3,47.7,80.4,COL,10.5,0.046875,0.8409731156075129,2.3941212054117247,2.4263985730475466,-1.5069693287111643,-1.6389454369062553
177,"Loperfido, Joey",694388,2024,262,36.3,5.0,0.204,0.311,0.254,0.365,40.7,4.0,5.3,30.7,24.7,32.0,3.3,34.7,93.030415608,72.8,23.2,32.4,62.2,37.8,76.2,TOR,4.8,0.0183206106870229,-0.934950904960506,2.085208104105941,0.5489500579862242,-1.2214079723937854,2.793294633836503
178,"Suárez, Eugenio",553993,2024,640,27.5,7.7,0.247,0.447,0.33,0.421,40.4,11.3,8.9,25.6,28.8,20.4,4.7,42.4,94.463438988,66.9,18.8,27.0,55.2,44.8,81.2,AZ,26.0,0.040625,2.775157517215595,0.5045643207940602,-0.9992308241962732,-1.499953721148907,0.4718512127317897
179,"Smith, Josh",669701,2024,592,20.4,7.8,0.242,0.352,0.304,0.333,33.7,3.7,5.7,27.3,30.7,26.5,6.1,37.1,93.25999596,66.9,14.9,25.9,40.9,58.1,84.0,TEX,10.8,0.018243243243243244,-1.0202725484316337,-0.9206078010933034,-0.8741053156268969,-0.7345152898156735,0.07719095855584086
180,"Fairchild, Stuart",656413,2024,233,25.8,7.3,0.215,0.376,0.293,0.354,27.6,7.9,5.9,20.4,31.6,21.7,11.2,36.8,93.363702378,74.7,26.6,26.0,60.7,36.6,72.5,CIN,4.9,0.021030042918454936,-0.47163534864752515,2.5932484476367814,-0.2499063030014874,-0.8504237932117455,-0.3531263877220512
181,"Lipscomb III, Trey",702358,2024,211,19.0,7.6,0.224,0.283,0.262,0.28,23.0,0.7,3.9,20.4,17.8,51.3,5.3,31.6,92.984215,68.7,15.3,32.8,46.1,53.9,84.3,,0.0,0.0,-3.732862582979032,-0.29362468403532743,2.2095450992063057,2.856899939754547,-0.1739908486678194
182,"Vargas, Miguel",678246,2024,237,24.1,10.5,0.175,0.288,0.26,0.278,28.9,4.6,4.6,18.4,42.8,26.3,3.3,26.3,92.025289013,67.3,20.3,21.8,25.5,74.5,79.7,CWS,4.9,0.02067510548523207,-3.132628541603815,1.0711517144978495,-2.2183829347429684,-0.7147994923338165,-2.825365713075135
183,"Turner, Trea",607208,2024,539,18.2,5.0,0.264,0.419,0.318,0.364,30.9,6.9,5.6,23.5,25.5,35.5,2.7,40.7,94.073107543,74.8,14.2,33.9,51.0,49.0,85.8,PHI,19.2,0.03562152133580705,0.681139898377158,-0.9314532848912066,2.0174789108118163,-0.31408410409075405,-0.5236577453553536
184,"Marte, Noelvi",682622,2024,242,31.0,3.7,0.225,0.346,0.268,0.364,33.5,6.5,6.5,21.9,25.8,34.8,4.5,36.1,93.351013935,74.4,19.1,37.1,53.9,46.1,80.9,CIN,2.5,0.010330578512396695,-0.9185110416108436,1.5119233898071458,2.0283150365644795,-0.6920468561972865,0.5932147354943083
185,"Chisholm Jr., Jazz",665862,2024,621,24.5,8.5,0.24,0.415,0.316,0.386,29.6,9.7,5.8,22.3,20.6,35.2,5.8,41.1,94.459141861,67.1,22.7,29.2,43.7,55.7,75.2,NYY,25.0,0.040257648953301126,1.1443211420573935,0.3261093210850825,0.6643316259789348,1.1031695431733333,-0.2018459458285657
186,"Rodríguez, Julio",677594,2024,613,25.4,6.2,0.275,0.463,0.344,0.437,33.2,10.2,6.1,25.4,21.3,34.4,2.7,48.4,96.325344116,74.6,21.3,37.4,46.8,53.2,78.7,SEA,20.6,0.033605220228385,3.0527140461361593,-0.3939987815451125,2.3515147828546383,-0.011020707494649791,0.5873798315014102
187,"Hampson, Garrett",641658,2024,231,25.5,6.1,0.206,0.282,0.244,0.296,31.6,4.4,5.7,20.9,32.9,28.5,7.6,30.4,92.472205166,66.1,16.0,26.3,42.6,56.5,81.1,KC,1.2,0.005194805194805195,-3.120446295744012,1.0047334866043323,-0.6368447544945641,-0.5417841937933925,-0.6354933216280738
188,"Harper, Bryce",547180,2024,631,21.9,12.0,0.267,0.474,0.357,0.423,36.1,10.6,9.6,25.5,24.6,26.5,2.7,48.2,95.63882949,78.2,14.9,33.4,47.6,52.4,84.9,PHI,25.8,0.040887480190174325,3.6706644355761644,-0.8045474373468736,0.551060090683285,-0.6740599379869341,-0.19029297682316426
189,"García, Luis",671277,2024,528,16.3,5.1,0.278,0.452,0.331,0.379,32.8,8.0,5.8,23.9,21.4,36.9,3.9,41.7,94.249397672,69.0,12.6,36.0,36.4,62.7,86.8,,0.0,0.0,0.34312802678552434,-2.3186547477449477,2.020380900379338,0.24719733895686524,0.19911203340934103
190,"Gurriel Jr., Lourdes",666971,2024,553,18.3,5.2,0.267,0.421,0.319,0.365,33.8,6.7,7.2,25.7,28.8,28.3,3.4,40.0,93.921850288,69.5,11.8,32.9,37.7,62.3,88.2,AZ,16.5,0.029837251356238697,0.5748888905288008,-1.7405217938995992,0.8258111645134653,-1.1828916353979306,-0.6126403275233573
191,"McCann, James",543510,2024,233,24.0,5.6,0.245,0.418,0.313,0.387,38.9,8.6,9.3,21.0,24.7,29.6,5.6,37.7,93.644913774,69.6,18.2,33.4,48.6,50.0,81.5,BAL,8.6,0.03690987124463519,1.2034574646285348,0.26798405968747147,0.7922571399587511,-1.0735725520378376,-0.02320919969555385
192,"Carlson, Dylan",666185,2024,265,28.3,8.3,0.195,0.27,0.25,0.292,30.1,2.5,8.0,22.7,31.9,31.3,3.7,25.8,92.297463602,70.5,26.0,24.8,45.9,53.3,73.5,TB,2.4,0.009056603773584906,-2.7964089734775794,2.045069805378375,-0.7112363013396372,-0.12814279185843863,-0.3209744096110229
193,"Muncy, Max",571970,2024,293,26.3,15.4,0.229,0.448,0.349,0.414,32.5,10.8,11.4,22.9,36.1,16.3,2.4,43.4,94.752278735,63.7,23.8,20.3,50.8,49.2,76.2,LAD,17.6,0.06006825938566553,3.6221179581092864,1.1863547821644935,-3.2239395930720067,-0.4159271894397748,-1.845076527637917
194,"Farmer, Kyle",571657,2024,242,20.2,7.9,0.225,0.361,0.294,0.322,36.3,5.4,6.0,25.0,35.7,24.4,3.6,29.8,92.547452202,63.2,13.5,32.7,39.6,60.4,86.5,MIN,5.6,0.023140495867768594,-1.3121284439611467,-0.7430631791860873,-1.0700723558753495,-1.7265011300176134,-0.8020738984091772
195,"Schanuel, Nolan",694384,2024,607,17.0,11.2,0.258,0.359,0.321,0.331,36.4,3.5,4.0,30.8,24.2,33.3,3.8,25.4,91.662606993,62.1,10.0,21.5,27.3,71.9,89.5,LAA,10.6,0.017462932454695223,-1.766612211830011,-3.2264333997075445,-1.9075113321104977,0.23110694794298237,0.8231360077986928
196,"Montero, Elehuris",660707,2024,247,22.7,8.1,0.208,0.324,0.269,0.308,27.5,7.6,6.4,20.5,33.3,28.7,3.5,41.5,94.67846193,72.3,14.1,39.3,54.2,45.8,85.9,COL,3.9,0.015789473684210527,-0.9314449608399759,1.206088130465689,1.1574026972085296,-0.4659028440112906,-1.6182358151218252
197,"Sánchez, Gary",596142,2024,280,27.1,9.6,0.219,0.399,0.309,0.374,31.4,10.5,7.6,21.5,29.1,28.5,2.9,44.2,95.129594012,55.1,20.9,26.9,48.8,51.2,79.1,MIL,11.1,0.03964285714285714,1.5457649053171716,0.9316536888365073,-1.2491924885257246,0.9631719320068373,-1.137679285341928
198,"Grandal, Yasmani",518735,2024,243,18.9,9.9,0.246,0.419,0.325,0.362,31.8,9.8,6.4,24.9,22.0,34.7,2.3,42.8,94.442007765,54.1,14.9,25.6,32.7,66.4,84.1,PIT,8.1,0.03333333333333333,1.0031265609635693,-1.7970268132767546,-0.8852640637139875,1.7199064783700868,-0.7048248922315621
199,"Higashioka, Kyle",543309,2024,263,28.1,5.7,0.22,0.43,0.298,0.391,40.2,10.9,9.2,20.1,33.3,20.7,5.7,37.4,93.902030409,64.8,16.9,28.1,45.3,53.3,82.5,SD,16.5,0.06273764258555133,1.8186670402026341,1.0588058949039247,-0.9369375926169168,-2.0905982199091855,-1.290444879898954
200,"Ward, Taylor",621493,2024,663,24.6,9.5,0.251,0.458,0.344,0.419,41.9,13.0,6.7,22.3,30.5,26.0,1.2,42.4,94.464585641,64.8,17.7,20.8,50.9,49.1,82.3,LAA,23.4,0.03529411764705882,2.927902197829323,-0.24375656565462595,-1.6908925226257614,-0.5149546033793547,-0.18291324517342997
201,"Arcia, Orlando",606115,2024,602,21.3,6.8,0.206,0.323,0.261,0.297,29.9,5.3,6.5,18.6,25.8,40.4,3.0,37.8,93.283896472,70.8,17.7,27.6,49.4,50.3,82.3,ATL,15.7,0.026079734219269103,-1.5434143635346154,0.9033371027614984,1.0011127627081413,1.0578301963767607,-1.1899503639481166
202,"Senzel, Nick",669222,2024,267,22.8,10.5,0.229,0.355,0.298,0.339,38.6,5.7,4.5,26.1,26.7,27.8,9.1,26.7,91.876891724,66.6,15.9,24.5,49.1,50.9,84.1,CWS,6.7,0.025093632958801498,-1.3860598366395207,-0.21539651668558002,-1.723892424741105,-0.7384500748685393,1.0476578524535272
203,"Springer III, George",543807,2024,614,18.7,9.8,0.244,0.402,0.322,0.351,29.2,9.3,4.4,21.5,21.3,36.3,6.5,37.4,94.046929394,73.0,18.6,23.5,47.3,52.7,81.4,,0.0,0.0,-0.30091069069231513,-0.38047319477310326,0.3451010123630603,1.4861003939083666,0.15169212326091647
204,"Bellinger, Cody",641355,2024,569,15.6,7.9,0.242,0.391,0.301,0.326,32.9,6.3,3.9,23.6,36.6,27.3,2.3,32.9,92.768351065,67.1,16.0,32.4,35.0,65.0,84.0,CHC,18.4,0.03233743409490333,-0.839810280937952,-1.2590783191275212,-0.3735666267643744,-1.4503853722268696,-1.5857589706768942
205,"Heyward, Jason",518792,2024,258,20.5,8.5,0.233,0.346,0.29,0.322,29.8,5.6,3.4,24.2,24.2,37.1,5.1,41.6,94.178780339,68.1,13.9,32.2,44.1,55.9,86.1,HOU,7.5,0.029069767441860465,-0.8782115841474076,-0.5925849073865932,0.8357709641506125,0.8534801523742949,-0.3274460618835192
206,"Hays, Austin",669720,2024,255,23.1,3.5,0.234,0.363,0.287,0.344,30.2,6.7,7.8,21.2,29.6,30.7,3.4,40.2,94.347982429,72.6,18.1,35.9,52.0,48.0,81.9,PHI,4.5,0.01764705882352941,-0.2548018833035723,0.7839148766389409,1.8372430614312478,-0.7455451777420958,-0.8052698384954893
207,"Peralta, David",444482,2024,260,20.8,8.5,0.259,0.376,0.313,0.356,36.8,5.5,4.9,27.5,18.7,39.0,4.4,42.3,93.91992022,70.6,16.9,32.6,50.6,49.4,83.1,SD,8.8,0.03384615384615385,0.44908385394008177,-0.9843836298987502,1.0890929061167363,0.5236389250897907,1.3269135612702245
208,"Steer, Spencer",668715,2024,656,20.9,11.0,0.235,0.379,0.315,0.345,34.2,6.4,7.7,23.7,29.2,27.3,5.5,39.9,93.708755492,64.8,13.4,24.8,47.9,52.1,86.6,CIN,16.8,0.025609756097560978,0.1844957647172524,-0.44662893167511925,-1.3962352404312777,0.0787282902273063,-0.5340257495128508
209,"Bride, Jonah",681146,2024,272,20.2,11.0,0.224,0.334,0.297,0.317,29.9,5.4,4.3,22.8,26.1,34.8,6.5,33.7,92.857149348,52.1,11.4,23.9,28.7,71.3,87.9,MIA,9.3,0.03419117647058824,-1.7170515779440914,-1.4655110424700126,-1.8346043199744033,1.58668927687841,-1.1730103195969424
210,"Bauers, Jake",641343,2024,346,34.1,11.3,0.201,0.379,0.302,0.404,38.6,10.3,9.2,25.5,32.6,16.3,6.0,42.9,94.377085138,68.7,20.6,19.7,63.3,36.7,79.2,MIL,14.1,0.0407514450867052,2.0612139240060476,2.527750944741982,-2.638574528223025,-1.169347300010751,0.37415651318704735
211,"Ozuna, Marcell",542303,2024,688,24.7,10.8,0.287,0.573,0.402,0.509,40.2,15.5,11.4,25.2,18.9,25.2,3.4,53.5,96.509068973,72.5,22.6,26.5,50.4,49.6,77.4,ATL,43.0,0.0625,6.880242687637645,-0.5316916245936851,-0.005001265780504507,-0.21617435105712896,0.5139491452055625
212,"Sosa, Edmundo",624641,2024,274,24.1,4.7,0.243,0.387,0.305,0.369,28.5,8.6,4.3,25.8,25.8,30.1,4.8,41.4,94.380628306,75.2,19.7,40.5,50.4,49.6,79.7,PHI,6.9,0.025182481751824817,0.26777072859181195,0.3820149566909578,2.306137687386629,-0.8569543072689545,0.1545950263418498
213,"Flores, Wilmer",527038,2024,242,13.6,8.3,0.221,0.339,0.285,0.287,36.6,5.9,5.4,21.5,35.5,26.3,4.8,27.6,91.787573297,60.6,7.2,28.5,27.1,72.9,92.8,SF,4.3,0.017768595041322312,-2.5276992809868486,-1.9156821253122793,-1.5786897425577728,-1.2758480164686505,-1.8093173990493436
214,"Yepez, Juan",660766,2024,249,16.9,7.2,0.252,0.351,0.295,0.322,30.3,5.9,5.3,23.9,19.7,39.4,5.3,35.6,93.111621613,70.9,15.6,32.5,34.1,65.9,84.4,WSH,5.4,0.021686746987951807,-1.2746071241511017,-1.3971035087575774,1.5028333486334502,0.7307322731092759,-0.10655074840502905
215,"Ramírez, Harold",623912,2024,246,20.3,2.0,0.236,0.311,0.251,0.302,27.5,3.2,2.1,24.9,13.2,49.7,5.3,33.9,93.19999086,68.7,20.1,45.3,46.3,53.7,79.9,WSH,3.0,0.012195121951219513,-2.96790149629747,-0.2728161822182701,4.184234176247509,1.349993405125873,1.242057466703732
216,"Laureano, Ramón",657656,2024,309,31.1,4.9,0.235,0.43,0.311,0.423,38.7,12.6,6.8,25.1,23.0,27.7,4.7,40.8,94.492561099,73.3,22.7,30.4,54.5,45.5,77.3,ATL,11.8,0.03818770226537217,2.237823945954916,1.3098130216433368,0.8377556113723023,-1.0998639702222546,1.13403862572622
217,"Carpenter, Kerry",681481,2024,296,25.3,7.4,0.265,0.555,0.379,0.487,40.1,17.7,5.7,23.4,24.0,25.5,3.1,46.4,94.944129215,70.4,18.4,32.2,54.0,46.0,81.6,DET,21.0,0.07094594594594594,5.329138848160882,-0.28227664915031103,0.4703098607257607,-1.280309416244743,-0.020751102497552076
218,"Freeman, Freddie",518692,2024,638,15.7,12.2,0.278,0.466,0.367,0.391,43.1,9.1,8.4,25.1,26.0,26.0,5.3,41.8,94.527301044,73.7,16.6,26.6,29.0,71.0,83.4,LAD,22.3,0.03495297805642633,2.547942598664691,-2.282035902887712,-0.9187232060031363,-1.120912187501787,0.014949191787254346
219,"Wood, James",695578,2024,336,28.9,11.6,0.269,0.439,0.351,0.456,31.3,10.6,6.1,30.3,10.6,38.4,3.5,52.0,97.028448782,55.3,20.0,21.0,55.1,44.9,80.0,WSH,9.8,0.029166666666666667,3.4898432003062654,-0.7128287764480014,-0.6056970884615838,3.5987037501629726,2.1524957301032686
220,"Calhoun, Willie",641432,2024,254,12.2,9.1,0.258,0.354,0.305,0.308,30.2,3.0,5.5,27.1,30.2,31.7,2.5,37.7,93.584500603,64.2,8.1,22.9,27.5,72.5,91.9,LAA,3.6,0.014173228346456693,-1.4330323973805303,-2.994013637928314,-0.9010677634974316,0.41120190038190707,-1.1137003835789157
221,"Smith, Dominic",642086,2024,307,24.8,9.1,0.219,0.383,0.302,0.355,37.7,10.6,7.0,22.6,26.6,29.1,3.5,38.7,93.729740505,65.1,19.2,27.0,39.1,60.9,80.8,CIN,7.2,0.023452768729641693,0.48095915336442246,0.2091132831414743,-0.8125875325301851,-0.11952525588721481,-0.219866332263301
222,"Rivera, Emmanuel",656896,2024,302,22.8,8.6,0.25,0.383,0.318,0.369,33.7,7.9,5.9,27.7,18.3,37.1,3.0,44.1,94.404966716,70.8,18.0,28.9,50.6,49.4,81.7,BAL,5.0,0.016556291390728478,0.7664561432298536,-0.5846919291743986,0.8556666858201791,1.0618654638967806,1.2786800288320452
223,"Torres, Gleyber",650402,2024,665,20.5,9.8,0.24,0.368,0.307,0.341,38.2,6.3,6.1,26.5,28.6,29.9,2.2,35.4,93.36890443,69.2,18.7,21.4,37.0,63.0,81.1,NYY,12.2,0.018345864661654134,-0.1815695447823959,-0.9291732754966419,-1.2865560149649378,-0.3113720466942108,0.2547605627091674
224,"Báez, Javier",595879,2024,289,23.9,4.2,0.222,0.345,0.264,0.326,27.7,7.8,6.3,18.4,25.7,37.9,3.4,40.0,94.368542976,64.9,17.7,43.2,44.0,55.6,82.3,DET,5.5,0.01903114186851211,-1.0549532816490295,0.7477775088125856,2.5186723531069277,0.4629883556974773,-1.285178865240159
225,"Frazier, Adam",624428,2024,294,20.1,7.5,0.238,0.318,0.286,0.311,37.9,2.9,4.9,27.2,28.2,29.1,7.8,22.8,91.560763134,65.3,11.2,26.4,39.7,60.3,88.5,KC,4.2,0.014285714285714287,-2.7539118362483133,-1.3263684204964614,-1.172115792996652,-1.1212385590615885,0.7808690490503204
226,"Merrill, Jackson",701538,2024,593,17.0,4.9,0.303,0.534,0.372,0.434,39.6,11.3,7.8,25.3,26.4,26.2,3.0,43.9,94.735707484,80.0,13.8,34.4,35.5,64.2,85.8,SD,25.9,0.04367622259696458,3.575641921159172,-2.430975290302618,1.7410165651791905,-2.3208583121632564,-0.2487468240725636
227,"Naylor, Josh",647304,2024,633,16.6,9.2,0.257,0.443,0.335,0.366,30.1,8.4,6.1,22.9,24.2,34.6,3.5,40.9,94.680816725,72.3,14.5,32.2,37.0,63.0,85.4,CLE,29.2,0.04612954186413902,1.3391461461304328,-1.4885273233667133,1.0733976355346533,0.31209768907302926,-1.2569317872394916
228,"Turang, Brice",668930,2024,619,17.0,8.1,0.261,0.34,0.297,0.322,32.0,2.4,2.6,28.4,20.8,38.3,7.4,29.7,92.521821874,64.4,9.2,28.4,25.7,72.5,88.4,MIL,4.6,0.007431340872374797,-2.698716431839072,-2.954165616397205,0.10443783061074569,0.7167101019596674,0.8226875605940911
229,"Fitzgerald, Tyler",666149,2024,341,31.7,6.5,0.227,0.378,0.292,0.395,39.1,8.2,4.8,26.1,32.9,22.7,4.3,31.9,92.79850055,67.9,22.3,26.9,54.5,44.9,75.3,SF,13.3,0.03900293255131965,0.4103942257805526,1.3422337494826506,-1.1319471144295863,-1.9586918097843984,0.7683434077617735
230,"Cronenworth, Jake",630105,2024,656,18.0,9.3,0.259,0.42,0.335,0.365,35.4,7.8,5.8,25.7,25.7,29.2,5.2,36.7,93.904133654,65.9,10.8,23.1,36.1,62.3,89.1,SD,16.0,0.024390243902439025,0.47066022091032217,-2.0825943650517424,-0.9638722351022203,0.009587469585923832,-0.13657214345555035
231,"Tovar, Ezequiel",678662,2024,695,28.8,3.3,0.233,0.401,0.289,0.391,38.5,9.0,7.7,25.5,30.2,21.8,5.4,39.8,93.964016332,82.0,21.9,44.1,53.5,45.6,77.7,COL,25.3,0.03640287769784173,1.1588108556919818,1.5805011952058925,2.2100136921778692,-3.4142972982154296,0.5729077268027202
232,"Perez, Salvador",521692,2024,652,19.8,6.7,0.275,0.522,0.36,0.427,39.4,12.2,6.6,23.1,31.5,23.3,2.6,44.8,95.341857371,77.3,18.3,42.9,41.0,59.0,81.7,KC,32.7,0.050153374233128836,3.6733164611581244,-0.9868534680645576,1.645520392929113,-2.752749428579587,-0.8369505082564089
233,"Hamilton, David",666152,2024,317,25.2,6.9,0.231,0.346,0.281,0.342,38.3,5.6,7.5,25.2,28.5,27.1,6.1,32.2,92.969829904,66.3,16.0,24.2,53.6,44.3,82.3,BOS,6.3,0.019873817034700314,-0.813853509365964,0.39505352606190514,-1.0202438266820801,-0.8514238894332123,0.69434161024676
234,"Carroll, Corbin",682998,2024,684,19.0,10.7,0.241,0.391,0.324,0.349,27.8,7.2,7.0,18.7,27.0,35.7,4.0,40.8,94.755672366,59.8,13.0,24.9,36.1,62.8,85.8,AZ,19.8,0.02894736842105263,0.26674216550862384,-1.050924235557404,-0.625441917050703,1.8418824632155306,-1.9946712293383346
235,"Díaz, Yandy",650490,2024,621,15.3,8.1,0.277,0.423,0.336,0.363,28.4,7.6,5.3,24.4,17.6,42.6,1.9,48.7,96.263007825,64.0,10.3,22.8,25.5,74.5,89.7,TB,11.8,0.019001610305958132,1.0514336576067722,-3.1377219655563757,0.9104372934010231,2.737109505617465,-0.6934641113719912
236,"Urías, Ramón",602104,2024,301,18.3,7.6,0.248,0.429,0.328,0.363,32.6,8.7,5.5,24.8,28.0,29.8,3.2,38.5,93.627220321,74.2,20.5,25.8,44.4,55.6,79.5,BAL,12.9,0.04285714285714286,1.0747345806425943,-0.5401796124446949,0.2060221791302668,-0.5849933264458709,-0.5875890877332445
237,"Solano, Donovan",456781,2024,309,21.0,7.1,0.257,0.378,0.307,0.354,37.0,3.7,7.3,31.5,21.9,31.1,4.1,37.4,93.167454908,63.8,13.6,29.6,45.9,54.1,86.4,SD,6.3,0.020388349514563107,-0.27215714381025363,-1.617758989205176,-0.1532476435264193,-0.26895579881758364,1.5104418940504938
238,"Henderson, Gunnar",683002,2024,719,22.1,10.8,0.283,0.492,0.374,0.443,34.5,11.2,8.6,24.4,18.7,33.7,3.2,53.9,96.835723291,66.7,17.5,23.2,42.8,57.2,82.5,BAL,33.0,0.0458970792767733,4.446038194050097,-1.4016526178484578,0.005656382960618834,1.5977106165852553,-0.02047737943903377
239,"d'Arnaud, Travis",518595,2024,341,26.1,7.0,0.236,0.434,0.322,0.402,32.9,10.4,7.2,22.1,20.7,35.6,3.2,41.0,94.672343091,74.5,26.4,27.3,50.0,50.0,73.6,ATL,15.7,0.04604105571847507,2.127619368288389,1.0457919953714836,1.1796843226590759,0.5115575489153577,0.05986429187618336
240,"Meneses, Joey",608841,2024,313,20.1,6.7,0.223,0.326,0.275,0.305,30.8,4.5,8.0,24.1,21.9,37.9,3.1,39.3,93.867431839,69.1,12.8,32.8,43.9,56.1,87.2,WSH,2.3,0.0073482428115015964,-1.484731316604059,-0.45995117516575185,1.3343020554202114,0.8430823213015433,-0.1548727863972939
241,"Verdugo, Alex",657077,2024,621,15.0,7.9,0.25,0.373,0.302,0.32,31.6,5.6,6.1,22.4,23.8,38.1,3.6,34.9,93.0881338,61.3,9.0,25.5,33.3,66.3,90.5,NYY,13.8,0.022222222222222223,-1.1773939480930469,-2.236478975497225,-0.10868291988670768,1.1557738408093052,-1.0021847613542274
242,"Ohtani, Shohei",660271,2024,731,22.2,11.1,0.314,0.66,0.442,0.551,37.8,21.5,9.0,20.7,20.9,25.7,2.3,60.1,98.772122364,69.7,23.1,26.6,46.1,53.9,76.9,LAD,53.1,0.07264021887824898,9.196294278832065,-1.163672899359906,0.2966651652440543,0.42788304061026594,-0.8116570938635671
